Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"September 11, 2021",VOI,smoothed,10,B.1.617.1,0.0-2.9%,1.336564970e-09
"September 4, 2021",VOI,smoothed,10,B.1.617.3,0.0-2.9%,0
"September 11, 2021",VOI,smoothed,10,B.1.617.3,0.0-2.9%,0
"September 4, 2021",VOI,smoothed,USA,B.1.526,0.0-0.2%,1.489316855e-05
"September 11, 2021",VOI,smoothed,USA,B.1.526,0.0-0.2%,6.849650617e-06
"September 4, 2021",VOI,smoothed,USA,B.1.525,0.0-0.2%,8.758985359e-08
"September 11, 2021",VOI,smoothed,USA,B.1.525,0.0-0.2%,3.699864592e-08
"September 4, 2021",VOI,smoothed,USA,B.1.617.1,0.0-0.2%,2.726340265e-09
"September 11, 2021",VOI,smoothed,USA,B.1.617.1,0.0-0.2%,1.009734185e-09
"September 4, 2021",VOI,smoothed,USA,B.1.617.3,0.0-0.2%,0
"September 11, 2021",VOI,smoothed,USA,B.1.617.3,0.0-0.2%,0
"June 12, 2021",VOI,weighted,1,B.1.526,12.0-25.0%,0.175600320
"June 19, 2021",VOI,weighted,1,B.1.526,6.8-16.1%,0.105666935
"June 26, 2021",VOI,weighted,1,B.1.526,3.4-30.6%,0.110115483
"July 3, 2021",VOI,weighted,1,B.1.526,0.2-8.0%,0.012613628
"July 10, 2021",VOI,weighted,1,B.1.526,0.3-4.9%,0.012017163
"July 17, 2021",VOI,weighted,1,B.1.526,0.0-0.5%,0.001003725
"July 24, 2021",VOI,weighted,1,B.1.526,0.0-0.5%,0.000972377
"July 31, 2021",VOI,weighted,1,B.1.526,NA,0
"August 7, 2021",VOI,weighted,1,B.1.526,NA,0
"August 14, 2021",VOI,weighted,1,B.1.526,NA,0
"August 21, 2021",VOI,weighted,1,B.1.526,NA,0
"August 28, 2021",VOI,weighted,1,B.1.526,NA,0
"June 12, 2021",VOI,weighted,1,B.1.525,0.0-1.7%,0.002564079
"June 19, 2021",VOI,weighted,1,B.1.525,NA,0
"June 26, 2021",VOI,weighted,1,B.1.525,NA,0
"July 3, 2021",VOI,weighted,1,B.1.525,NA,0
"July 10, 2021",VOI,weighted,1,B.1.525,NA,0
"July 17, 2021",VOI,weighted,1,B.1.525,NA,0
"July 24, 2021",VOI,weighted,1,B.1.525,NA,0
"July 31, 2021",VOI,weighted,1,B.1.525,NA,0
"August 7, 2021",VOI,weighted,1,B.1.525,NA,0
"August 14, 2021",VOI,weighted,1,B.1.525,NA,0
"August 21, 2021",VOI,weighted,1,B.1.525,NA,0
"August 28, 2021",VOI,weighted,1,B.1.525,NA,0
"June 12, 2021",VOI,weighted,1,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,1,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,1,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,1,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,1,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,1,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,1,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,1,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,1,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,1,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,1,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,1,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,1,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,1,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,1,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,1,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,1,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,1,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,1,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,1,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,1,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,1,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,1,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,1,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,2,B.1.526,1.3-34.9%,0.078654952
"June 19, 2021",VOI,weighted,2,B.1.526,0.2-34.2%,0.032124273
"June 26, 2021",VOI,weighted,2,B.1.526,0.7-11.9%,0.029367503
"July 3, 2021",VOI,weighted,2,B.1.526,0.2-20.3%,0.024030529
"July 10, 2021",VOI,weighted,2,B.1.526,0.1-9.7%,0.010324565
"July 17, 2021",VOI,weighted,2,B.1.526,0.1-1.0%,0.003372440
"July 24, 2021",VOI,weighted,2,B.1.526,0.0-0.4%,0.001369787
"July 31, 2021",VOI,weighted,2,B.1.526,NA,0
"August 7, 2021",VOI,weighted,2,B.1.526,NA,0
"August 14, 2021",VOI,weighted,2,B.1.526,NA,0
"August 21, 2021",VOI,weighted,2,B.1.526,NA,0
"August 28, 2021",VOI,weighted,2,B.1.526,NA,0
"June 12, 2021",VOI,weighted,2,B.1.525,NA,0
"June 19, 2021",VOI,weighted,2,B.1.525,NA,0
"June 26, 2021",VOI,weighted,2,B.1.525,NA,0
"July 3, 2021",VOI,weighted,2,B.1.525,NA,0
"July 10, 2021",VOI,weighted,2,B.1.525,NA,0
"July 17, 2021",VOI,weighted,2,B.1.525,NA,0
"July 24, 2021",VOI,weighted,2,B.1.525,NA,0
"July 31, 2021",VOI,weighted,2,B.1.525,NA,0
"August 7, 2021",VOI,weighted,2,B.1.525,NA,0
"August 14, 2021",VOI,weighted,2,B.1.525,NA,0
"August 21, 2021",VOI,weighted,2,B.1.525,NA,0
"August 28, 2021",VOI,weighted,2,B.1.525,NA,0
"June 12, 2021",VOI,weighted,2,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,2,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,2,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,2,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,2,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,2,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,2,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,2,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,2,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,2,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,2,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,2,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,2,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,2,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,2,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,2,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,2,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,2,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,2,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,2,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,2,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,2,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,2,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,2,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,3,B.1.526,7.5-13.5%,0.101355888
"June 19, 2021",VOI,weighted,3,B.1.526,3.2-23.5%,0.091290757
"June 26, 2021",VOI,weighted,3,B.1.526,4.8-11.3%,0.073909484
"July 3, 2021",VOI,weighted,3,B.1.526,0.9-7.7%,0.027278831
"July 10, 2021",VOI,weighted,3,B.1.526,0.1-2.1%,0.003530233
"July 17, 2021",VOI,weighted,3,B.1.526,0.3-2.9%,0.009727748
"July 24, 2021",VOI,weighted,3,B.1.526,0.0-1.2%,0.002209041
"July 31, 2021",VOI,weighted,3,B.1.526,0.0-0.5%,0.000702791
"August 7, 2021",VOI,weighted,3,B.1.526,0.0-0.8%,0.001842544
"August 14, 2021",VOI,weighted,3,B.1.526,NA,0
"August 21, 2021",VOI,weighted,3,B.1.526,NA,0
"August 28, 2021",VOI,weighted,3,B.1.526,NA,0
"June 12, 2021",VOI,weighted,3,B.1.525,0.1-10.3%,0.007893797
"June 19, 2021",VOI,weighted,3,B.1.525,NA,0
"June 26, 2021",VOI,weighted,3,B.1.525,NA,0
"July 3, 2021",VOI,weighted,3,B.1.525,0.1-2.9%,0.004030110
"July 10, 2021",VOI,weighted,3,B.1.525,NA,0
"July 17, 2021",VOI,weighted,3,B.1.525,NA,0
"July 24, 2021",VOI,weighted,3,B.1.525,NA,0
"July 31, 2021",VOI,weighted,3,B.1.525,NA,0
"August 7, 2021",VOI,weighted,3,B.1.525,NA,0
"August 14, 2021",VOI,weighted,3,B.1.525,NA,0
"August 21, 2021",VOI,weighted,3,B.1.525,NA,0
"August 28, 2021",VOI,weighted,3,B.1.525,NA,0
"June 12, 2021",VOI,weighted,3,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,3,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,3,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,3,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,3,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,3,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,3,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,3,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,3,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,3,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,3,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,3,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,3,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,3,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,3,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,3,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,3,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,3,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,3,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,3,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,3,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,3,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,3,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,3,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,4,B.1.526,4.0-9.8%,0.062996149
"June 19, 2021",VOI,weighted,4,B.1.526,2.4-9.0%,0.046811812
"June 26, 2021",VOI,weighted,4,B.1.526,1.4-9.1%,0.036480237
"July 3, 2021",VOI,weighted,4,B.1.526,0.9-5.6%,0.023197440
"July 10, 2021",VOI,weighted,4,B.1.526,0.3-1.9%,0.007273523
"July 17, 2021",VOI,weighted,4,B.1.526,0.1-1.4%,0.004125979
"July 24, 2021",VOI,weighted,4,B.1.526,0.0-0.5%,0.001091849
"July 31, 2021",VOI,weighted,4,B.1.526,0.0-0.1%,0.000519629
"August 7, 2021",VOI,weighted,4,B.1.526,0.0-0.1%,0.000237281
"August 14, 2021",VOI,weighted,4,B.1.526,0.0-0.3%,0.000442584
"August 21, 2021",VOI,weighted,4,B.1.526,NA,0
"August 28, 2021",VOI,weighted,4,B.1.526,NA,0
"June 12, 2021",VOI,weighted,4,B.1.525,0.0-1.7%,0.001291773
"June 19, 2021",VOI,weighted,4,B.1.525,0.0-2.0%,0.002032013
"June 26, 2021",VOI,weighted,4,B.1.525,NA,0
"July 3, 2021",VOI,weighted,4,B.1.525,NA,0
"July 10, 2021",VOI,weighted,4,B.1.525,NA,0
"July 17, 2021",VOI,weighted,4,B.1.525,NA,0
"July 24, 2021",VOI,weighted,4,B.1.525,NA,0
"July 31, 2021",VOI,weighted,4,B.1.525,NA,0
"August 7, 2021",VOI,weighted,4,B.1.525,NA,0
"August 14, 2021",VOI,weighted,4,B.1.525,NA,0
"August 21, 2021",VOI,weighted,4,B.1.525,NA,0
"August 28, 2021",VOI,weighted,4,B.1.525,NA,0
"June 12, 2021",VOI,weighted,4,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,4,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,4,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,4,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,4,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,4,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,4,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,4,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,4,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,4,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,4,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,4,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,4,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,4,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,4,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,4,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,4,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,4,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,4,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,4,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,4,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,4,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,4,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,4,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,5,B.1.526,0.8-4.0%,0.018206004
"June 19, 2021",VOI,weighted,5,B.1.526,1.0-7.1%,0.027543750
"June 26, 2021",VOI,weighted,5,B.1.526,0.4-3.3%,0.011124147
"July 3, 2021",VOI,weighted,5,B.1.526,0.0-2.3%,0.001530214
"July 10, 2021",VOI,weighted,5,B.1.526,0.2-1.9%,0.005565251
"July 17, 2021",VOI,weighted,5,B.1.526,NA,0
"July 24, 2021",VOI,weighted,5,B.1.526,NA,0
"July 31, 2021",VOI,weighted,5,B.1.526,NA,0
"August 7, 2021",VOI,weighted,5,B.1.526,0.0-0.6%,0.000820839
"August 14, 2021",VOI,weighted,5,B.1.526,NA,0
"August 21, 2021",VOI,weighted,5,B.1.526,NA,0
"August 28, 2021",VOI,weighted,5,B.1.526,NA,0
"June 12, 2021",VOI,weighted,5,B.1.525,0.0-4.3%,0.002994004
"June 19, 2021",VOI,weighted,5,B.1.525,0.1-9.7%,0.008927355
"June 26, 2021",VOI,weighted,5,B.1.525,NA,0
"July 3, 2021",VOI,weighted,5,B.1.525,NA,0
"July 10, 2021",VOI,weighted,5,B.1.525,NA,0
"July 17, 2021",VOI,weighted,5,B.1.525,NA,0
"July 24, 2021",VOI,weighted,5,B.1.525,NA,0
"July 31, 2021",VOI,weighted,5,B.1.525,NA,0
"August 7, 2021",VOI,weighted,5,B.1.525,NA,0
"August 14, 2021",VOI,weighted,5,B.1.525,NA,0
"August 21, 2021",VOI,weighted,5,B.1.525,NA,0
"August 28, 2021",VOI,weighted,5,B.1.525,NA,0
"June 12, 2021",VOI,weighted,5,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,5,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,5,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,5,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,5,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,5,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,5,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,5,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,5,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,5,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,5,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,5,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,5,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,5,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,5,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,5,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,5,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,5,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,5,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,5,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,5,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,5,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,5,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,5,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,6,B.1.526,0.8-4.1%,0.017845420
"June 19, 2021",VOI,weighted,6,B.1.526,0.4-7.1%,0.016215749
"June 26, 2021",VOI,weighted,6,B.1.526,0.2-2.2%,0.006350792
"July 3, 2021",VOI,weighted,6,B.1.526,0.4-1.5%,0.007799874
"July 10, 2021",VOI,weighted,6,B.1.526,0.0-0.4%,0.001118408
"July 17, 2021",VOI,weighted,6,B.1.526,NA,0
"July 24, 2021",VOI,weighted,6,B.1.526,NA,0
"July 31, 2021",VOI,weighted,6,B.1.526,0.0-0.1%,0.000252811
"August 7, 2021",VOI,weighted,6,B.1.526,NA,0
"August 14, 2021",VOI,weighted,6,B.1.526,NA,0
"August 21, 2021",VOI,weighted,6,B.1.526,NA,0
"August 28, 2021",VOI,weighted,6,B.1.526,NA,0
"June 12, 2021",VOI,weighted,6,B.1.525,NA,0
"June 19, 2021",VOI,weighted,6,B.1.525,NA,0
"June 26, 2021",VOI,weighted,6,B.1.525,NA,0
"July 3, 2021",VOI,weighted,6,B.1.525,NA,0
"July 10, 2021",VOI,weighted,6,B.1.525,NA,0
"July 17, 2021",VOI,weighted,6,B.1.525,NA,0
"July 24, 2021",VOI,weighted,6,B.1.525,NA,0
"July 31, 2021",VOI,weighted,6,B.1.525,NA,0
"August 7, 2021",VOI,weighted,6,B.1.525,NA,0
"August 14, 2021",VOI,weighted,6,B.1.525,NA,0
"August 21, 2021",VOI,weighted,6,B.1.525,NA,0
"August 28, 2021",VOI,weighted,6,B.1.525,NA,0
"June 12, 2021",VOI,weighted,6,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,6,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,6,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,6,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,6,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,6,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,6,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,6,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,6,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,6,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,6,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,6,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,6,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,6,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,6,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,6,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,6,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,6,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,6,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,6,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,6,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,6,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,6,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,6,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,7,B.1.526,0.1-4.4%,0.008093888
"June 19, 2021",VOI,weighted,7,B.1.526,0.0-14.4%,0.002902593
"June 26, 2021",VOI,weighted,7,B.1.526,NA,0
"July 3, 2021",VOI,weighted,7,B.1.526,NA,0
"July 10, 2021",VOI,weighted,7,B.1.526,NA,0
"July 17, 2021",VOI,weighted,7,B.1.526,NA,0
"July 24, 2021",VOI,weighted,7,B.1.526,NA,0
"July 31, 2021",VOI,weighted,7,B.1.526,NA,0
"August 7, 2021",VOI,weighted,7,B.1.526,NA,0
"August 14, 2021",VOI,weighted,7,B.1.526,NA,0
"August 21, 2021",VOI,weighted,7,B.1.526,NA,0
"August 28, 2021",VOI,weighted,7,B.1.526,NA,0
"June 12, 2021",VOI,weighted,7,B.1.525,NA,0
"June 19, 2021",VOI,weighted,7,B.1.525,NA,0
"June 26, 2021",VOI,weighted,7,B.1.525,NA,0
"July 3, 2021",VOI,weighted,7,B.1.525,NA,0
"July 10, 2021",VOI,weighted,7,B.1.525,NA,0
"July 17, 2021",VOI,weighted,7,B.1.525,NA,0
"July 24, 2021",VOI,weighted,7,B.1.525,NA,0
"July 31, 2021",VOI,weighted,7,B.1.525,NA,0
"August 7, 2021",VOI,weighted,7,B.1.525,NA,0
"August 14, 2021",VOI,weighted,7,B.1.525,NA,0
"August 21, 2021",VOI,weighted,7,B.1.525,NA,0
"August 28, 2021",VOI,weighted,7,B.1.525,NA,0
"June 12, 2021",VOI,weighted,7,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,7,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,7,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,7,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,7,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,7,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,7,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,7,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,7,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,7,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,7,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,7,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,7,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,7,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,7,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,7,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,7,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,7,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,7,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,7,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,7,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,7,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,7,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,7,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,8,B.1.526,0.4-10.7%,0.022637781
"June 19, 2021",VOI,weighted,8,B.1.526,0.3-7.1%,0.013863643
"June 26, 2021",VOI,weighted,8,B.1.526,0.0-1.1%,0.001326016
"July 3, 2021",VOI,weighted,8,B.1.526,0.0-4.7%,0.004442360
"July 10, 2021",VOI,weighted,8,B.1.526,0.2-5.3%,0.010584972
"July 17, 2021",VOI,weighted,8,B.1.526,0.3-1.1%,0.005242508
"July 24, 2021",VOI,weighted,8,B.1.526,0.0-0.4%,0.000507729
"July 31, 2021",VOI,weighted,8,B.1.526,NA,0
"August 7, 2021",VOI,weighted,8,B.1.526,NA,0
"August 14, 2021",VOI,weighted,8,B.1.526,NA,0
"August 21, 2021",VOI,weighted,8,B.1.526,NA,0
"August 28, 2021",VOI,weighted,8,B.1.526,NA,0
"June 12, 2021",VOI,weighted,8,B.1.525,NA,0
"June 19, 2021",VOI,weighted,8,B.1.525,NA,0
"June 26, 2021",VOI,weighted,8,B.1.525,NA,0
"July 3, 2021",VOI,weighted,8,B.1.525,NA,0
"July 10, 2021",VOI,weighted,8,B.1.525,NA,0
"July 17, 2021",VOI,weighted,8,B.1.525,NA,0
"July 24, 2021",VOI,weighted,8,B.1.525,NA,0
"July 31, 2021",VOI,weighted,8,B.1.525,NA,0
"August 7, 2021",VOI,weighted,8,B.1.525,NA,0
"August 14, 2021",VOI,weighted,8,B.1.525,NA,0
"August 21, 2021",VOI,weighted,8,B.1.525,NA,0
"August 28, 2021",VOI,weighted,8,B.1.525,NA,0
"June 12, 2021",VOI,weighted,8,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,8,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,8,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,8,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,8,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,8,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,8,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,8,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,8,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,8,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,8,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,8,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,8,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,8,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,8,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,8,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,8,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,8,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,8,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,8,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,8,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,8,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,8,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,8,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,9,B.1.526,1.1-4.0%,0.020630866
"June 19, 2021",VOI,weighted,9,B.1.526,0.8-2.2%,0.013756984
"June 26, 2021",VOI,weighted,9,B.1.526,0.2-4.7%,0.010028275
"July 3, 2021",VOI,weighted,9,B.1.526,0.6-2.3%,0.011412862
"July 10, 2021",VOI,weighted,9,B.1.526,0.1-1.2%,0.004069750
"July 17, 2021",VOI,weighted,9,B.1.526,0.1-0.5%,0.002324823
"July 24, 2021",VOI,weighted,9,B.1.526,0.0-0.2%,0.000460512
"July 31, 2021",VOI,weighted,9,B.1.526,0.0-0.0%,7.438073226e-05
"August 7, 2021",VOI,weighted,9,B.1.526,NA,0
"August 14, 2021",VOI,weighted,9,B.1.526,0.0-0.0%,8.882481052e-05
"August 21, 2021",VOI,weighted,9,B.1.526,NA,0
"August 28, 2021",VOI,weighted,9,B.1.526,NA,0
"June 12, 2021",VOI,weighted,9,B.1.525,NA,0
"June 19, 2021",VOI,weighted,9,B.1.525,NA,0
"June 26, 2021",VOI,weighted,9,B.1.525,NA,0
"July 3, 2021",VOI,weighted,9,B.1.525,0.0-0.3%,0.000710540
"July 10, 2021",VOI,weighted,9,B.1.525,NA,0
"July 17, 2021",VOI,weighted,9,B.1.525,NA,0
"July 24, 2021",VOI,weighted,9,B.1.525,NA,0
"July 31, 2021",VOI,weighted,9,B.1.525,NA,0
"August 7, 2021",VOI,weighted,9,B.1.525,NA,0
"August 14, 2021",VOI,weighted,9,B.1.525,NA,0
"August 21, 2021",VOI,weighted,9,B.1.525,NA,0
"August 28, 2021",VOI,weighted,9,B.1.525,NA,0
"June 12, 2021",VOI,weighted,9,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,9,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,9,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,9,B.1.617.1,NA,0
